player_id,player_name,season,evt_50/50,evt_Bad Behaviour,evt_Ball Receipt*,evt_Ball Recovery,evt_Block,evt_Carry,evt_Clearance,evt_Dispossessed,evt_Dribble,evt_Dribbled Past,evt_Duel,evt_Error,evt_Foul Committed,evt_Foul Won,evt_Goal Keeper,evt_Injury Stoppage,evt_Interception,evt_Miscontrol,evt_Offside,evt_Own Goal Against,evt_Own Goal For,evt_Pass,evt_Player Off,evt_Player On,evt_Pressure,evt_Shield,evt_Shot,evt_Substitution,shots,xg_sum,xg_per_shot,zone_att_center,zone_att_left,zone_att_right,zone_def_center,zone_def_left,zone_def_right,zone_mid_center,zone_mid_left,zone_mid_right,pass_fwd_share,pass_back_share,pass_prog_share,pass_len_mean,avg_x,total_events,events_per90
2941,Ismaïla Sarr,2023,0.0048543689320388345,0.0,0.3155339805825243,0.014563106796116505,0.0048543689320388345,0.2111650485436893,0.0024271844660194173,0.01699029126213592,0.021844660194174758,0.0048543689320388345,0.009708737864077669,0.0,0.007281553398058253,0.03398058252427184,0.0,0.0024271844660194173,0.0,0.021844660194174758,0.0,0.0,0.0,0.14805825242718446,0.0024271844660194173,0.0024271844660194173,0.14805825242718446,0.0,0.01699029126213592,0.009708737864077669,7.0,1.018452204,0.14549317199999998,0.14074074074074075,0.3728395061728395,0.02962962962962963,0.01728395061728395,0.06666666666666667,0.0,0.07654320987654321,0.2691358024691358,0.027160493827160494,0.39344262295081966,0.39344262295081966,0.09836065573770492,14.670786875409835,80.79180327868853,412,114.33857539315447
2956,Bertrand Isidore Traoré,2023,0.0,0.0,0.31921824104234525,0.02280130293159609,0.003257328990228013,0.23452768729641693,0.0,0.003257328990228013,0.006514657980456026,0.0,0.029315960912052116,0.0,0.006514657980456026,0.02280130293159609,0.0,0.003257328990228013,0.003257328990228013,0.029315960912052116,0.0,0.0,0.0,0.2247557003257329,0.003257328990228013,0.003257328990228013,0.04234527687296417,0.0,0.035830618892508145,0.006514657980456026,11.0,2.5324120826,0.23021928023636365,0.0695364238410596,0.4205298013245033,0.06622516556291391,0.013245033112582781,0.08940397350993377,0.0033112582781456954,0.026490066225165563,0.30132450331125826,0.009933774834437087,0.3188405797101449,0.4492753623188406,0.10144927536231885,17.204749965217392,78.9159420289855,307,0.0
2989,Alexander Djiku,2023,0.0,0.0,0.2453416149068323,0.018633540372670808,0.015527950310559006,0.21739130434782608,0.06832298136645963,0.003105590062111801,0.003105590062111801,0.006211180124223602,0.015527950310559006,0.0,0.006211180124223602,0.009316770186335404,0.0,0.006211180124223602,0.015527950310559006,0.0,0.0,0.0,0.0,0.2919254658385093,0.0,0.0,0.07453416149068323,0.0,0.003105590062111801,0.0,1.0,0.09743535,0.09743535,0.009375,0.0,0.00625,0.275,0.315625,0.0125,0.14375,0.2375,0.0,0.5212765957446809,0.1702127659574468,0.20212765957446807,23.61894818191489,40.58191489361702,322,101.68421052631578
2995,Ángel Fabián Di María Hernández,2013-2014,0.0,0.0,0.26813880126182965,0.03785488958990536,0.00946372239747634,0.28391167192429023,0.0,0.015772870662460567,0.022082018927444796,0.0031545741324921135,0.0,0.0,0.0031545741324921135,0.012618296529968454,0.0,0.0,0.0031545741324921135,0.0031545741324921135,0.0,0.0,0.0,0.3028391167192429,0.0,0.0,0.028391167192429023,0.0,0.006309148264984227,0.0,2.0,0.223125344,0.111562672,0.022082018927444796,0.0031545741324921135,0.42902208201892744,0.012618296529968454,0.0,0.07570977917981073,0.01892744479495268,0.0,0.4384858044164038,0.53125,0.3541666666666667,0.1875,22.865887135416667,77.8125,317,0.0
2995,Ángel Fabián Di María Hernández,2024,0.0,0.0,0.30498533724340177,0.01906158357771261,0.007331378299120235,0.24633431085043989,0.001466275659824047,0.007331378299120235,0.026392961876832845,0.007331378299120235,0.008797653958944282,0.0,0.001466275659824047,0.010263929618768328,0.0,0.001466275659824047,0.0,0.005865102639296188,0.0,0.0,0.0,0.25513196480938416,0.0,0.0,0.08211143695014662,0.0,0.008797653958944282,0.005865102639296188,6.0,0.548604542,0.09143409033333333,0.05465288035450517,0.29542097488921715,0.07976366322008863,0.0206794682422452,0.06794682422451995,0.014771048744460856,0.0310192023633678,0.3500738552437223,0.08567208271787297,0.41954022988505746,0.367816091954023,0.21839080459770116,21.69818527586207,74.78390804597701,682,0.0
3013,Nicolas Pépé,2023,0.00625,0.0,0.31875,0.025,0.003125,0.2125,0.0,0.0125,0.028125,0.0,0.01875,0.0,0.009375,0.015625,0.0,0.003125,0.00625,0.009375,0.0,0.0,0.0,0.246875,0.0,0.0,0.0625,0.0,0.015625,0.00625,5.0,1.063434039,0.21268680780000002,0.14195583596214512,0.39747634069400634,0.028391167192429023,0.0031545741324921135,0.050473186119873815,0.0031545741324921135,0.028391167192429023,0.3312302839116719,0.015772870662460567,0.21518987341772153,0.5063291139240507,0.06329113924050633,18.670165474683543,83.5126582278481,320,140.41930765480254
3017,Ibrahim Sangaré,2023,0.002577319587628866,0.0,0.25773195876288657,0.01804123711340206,0.014175257731958763,0.21649484536082475,0.01288659793814433,0.005154639175257732,0.001288659793814433,0.006443298969072165,0.01675257731958763,0.0,0.01288659793814433,0.015463917525773196,0.0,0.003865979381443299,0.005154639175257732,0.002577319587628866,0.0,0.0,0.0,0.27319587628865977,0.001288659793814433,0.001288659793814433,0.12371134020618557,0.0,0.006443298969072165,0.002577319587628866,5.0,0.25626416550000003,0.051252833100000006,0.08062418725617686,0.08322496749024708,0.02860858257477243,0.06631989596879063,0.05201560468140442,0.04031209362808843,0.23016905071521457,0.21456436931079323,0.20416124837451236,0.5518867924528302,0.2830188679245283,0.24528301886792453,21.66235608773585,60.369339622641505,776,177.664716357161
3035,Steeve Yago,2023,0.0033112582781456954,0.0,0.2119205298013245,0.039735099337748346,0.016556291390728478,0.19205298013245034,0.013245033112582781,0.009933774834437087,0.0,0.0033112582781456954,0.029801324503311258,0.0,0.016556291390728478,0.006622516556291391,0.0,0.0,0.019867549668874173,0.0,0.0,0.0,0.0,0.31788079470198677,0.0,0.0,0.11589403973509933,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.16611295681063123,0.03322259136212625,0.0033222591362126247,0.3289036544850498,0.036544850498338874,0.0,0.4318936877076412,0.4791666666666667,0.3333333333333333,0.16666666666666666,16.496317925,54.86041666666667,302,107.05001969279245
3044,Chancel Mbemba Mangulu,2023,0.0,0.001863932898415657,0.2749301025163094,0.022367194780987885,0.007455731593662628,0.24044734389561975,0.03727865796831314,0.001863932898415657,0.0,0.0009319664492078285,0.011183597390493943,0.0,0.0009319664492078285,0.0065237651444548,0.0,0.0027958993476234857,0.0027958993476234857,0.0009319664492078285,0.0,0.0,0.0,0.3317800559179869,0.0009319664492078285,0.0009319664492078285,0.046598322460391424,0.0009319664492078285,0.0065237651444548,0.0,7.0,2.308154674,0.329736382,0.02345215759849906,0.017823639774859287,0.001876172607879925,0.18386491557223264,0.2223264540337711,0.004690431519699813,0.28424015009380865,0.25609756097560976,0.005628517823639775,0.6910112359550562,0.1544943820224719,0.35674157303370785,26.615431600842697,47.86039325842697,1073,0.0
3053,Leroy Sané,2015-2016,0.002932551319648094,0.0,0.2844574780058651,0.04398826979472141,0.008797653958944282,0.21407624633431085,0.0,0.005865102639296188,0.06744868035190615,0.005865102639296188,0.026392961876832845,0.0,0.005865102639296188,0.008797653958944282,0.0,0.0,0.005865102639296188,0.02346041055718475,0.0,0.0,0.0,0.1495601173020528,0.0,0.0,0.13196480938416422,0.0,0.01466275659824047,0.0,5.0,0.664624497,0.13292489940000002,0.08504398826979472,0.31671554252199413,0.0,0.03519061583577713,0.0967741935483871,0.020527859237536656,0.04105571847507331,0.3724340175953079,0.03225806451612903,0.4117647058823529,0.3333333333333333,0.11764705882352941,15.72316051372549,72.51176470588236,341,161.5263157894737
