player_id,season,matches_played,minutes_played,goals,assists,shots,shots_on_target,passes_completed,passes_attempted,tackles,interceptions,fouls_committed,yellow_cards,red_cards
player_a8f0d1149ce6,2021-2022,7,400,1,0,4,2,190,209,12,14,10,0,1
player_18e1f654a8c4,2021-2022,5,400,0,0,4,1,197,217,7,28,7,0,1
player_dfc12f9896be,2021-2022,6,398,0,0,4,0,153,164,9,20,16,0,2
player_e412d61fc240,2021-2022,5,398,0,0,8,2,69,92,3,10,10,0,2
player_a84de33b6cb5,2021-2022,5,397,0,2,1,0,190,233,6,20,7,0,2
player_daa5bb9c0113,2021-2022,5,395,0,0,4,0,198,240,1,23,2,0,0
player_28e1f4189719,2021-2022,7,393,1,0,5,3,176,202,0,10,NULL,NULL,NULL
player_722666db4e0e,2021-2022,5,393,1,0,2,1,269,288,8,33,8,0,2
player_51e442a4c9c0,2021-2022,6,392,3,0,11,5,107,137,0,6,6,0,0
player_f92c5b166e36,2021-2022,5,392,0,0,1,0,192,221,10,32,4,0,0
player_1940f443f48c,2021-2022,8,391,3,2,18,8,194,231,2,14,3,0,0
player_3e0d20cb81e7,2021-2022,6,389,0,0,1,0,112,152,7,26,4,0,1
player_feb709c7fb6e,2021-2022,6,388,0,0,7,3,153,170,5,15,3,0,0
player_ced1553c0414,2021-2022,6,386,1,1,2,1,154,204,9,19,9,0,1
player_7d824a674a79,2021-2022,6,385,2,2,11,4,132,164,2,12,6,0,0
player_ec6e3ced93ba,2021-2022,5,383,0,0,10,2,66,88,2,4,6,0,1
player_a39d7885182b,2021-2022,5,382,0,1,2,0,176,206,7,23,5,0,0
player_44c60b8eb798,2021-2022,8,380,0,2,2,0,146,171,7,17,7,0,1
player_1ead13fd811e,2021-2022,5,379,0,0,NULL,NULL,214,275,8,19,12,0,0
player_829a31c41663,2021-2022,8,377,0,1,4,3,133,171,4,14,3,0,0
player_462346b8825e,2021-2022,6,376,0,0,2,1,170,200,9,31,7,0,1
player_314239fd7f26,2021-2022,6,375,0,0,4,2,87,124,2,10,NULL,NULL,NULL
player_bd974787ed78,2021-2022,5,375,0,1,3,2,251,301,4,22,4,0,0
player_129cc883df47,2021-2022,6,373,0,0,9,2,110,129,1,6,6,0,0
player_3cc38164f805,2021-2022,6,370,1,0,2,2,162,176,3,31,4,0,1
player_325d0ab2f392,2021-2022,7,369,1,1,10,2,76,101,0,14,8,0,2
player_ac7da0a4117a,2021-2022,6,368,0,0,NULL,NULL,202,220,13,25,NULL,NULL,NULL
player_67447df38bd6,2021-2022,7,367,2,1,6,2,106,123,3,3,4,0,0
player_24395b19dc8d,2021-2022,5,367,0,0,3,0,167,192,8,19,1,0,1
player_12c38c781f12,2021-2022,5,366,0,0,NULL,NULL,106,129,8,12,3,0,0
player_6881b6df431b,2021-2022,6,362,0,0,1,0,103,131,3,27,4,0,2
player_626ebde9e123,2021-2022,4,360,0,0,4,1,189,231,6,34,3,0,0
player_979a46fe2e29,2021-2022,4,360,0,0,2,0,328,350,2,27,2,0,0
player_d86830950f8c,2021-2022,4,360,0,0,NULL,NULL,74,97,NULL,NULL,NULL,NULL,NULL
player_ad149cf55b6d,2021-2022,8,358,0,1,5,1,229,252,4,11,5,0,2
player_0fa74afdcec4,2021-2022,5,358,0,0,3,0,277,310,8,28,6,1,1
player_a1dbeb1d4bee,2021-2022,5,357,0,0,4,2,73,90,8,11,5,0,0
player_25ee7f6d9367,2021-2022,5,357,0,0,NULL,NULL,140,161,4,24,3,0,1
player_fb1209ada3f9,2021-2022,6,356,0,1,5,0,66,92,6,8,1,0,0
player_214dbb7b8c27,2021-2022,5,355,0,0,3,0,159,184,1,19,1,0,0
player_edc2263ed046,2021-2022,5,354,1,0,8,5,78,100,7,7,7,0,3
player_7d591c2b48f8,2021-2022,5,353,0,0,2,2,222,245,0,34,3,0,1
player_110d46fcd978,2021-2022,8,352,4,1,9,7,113,131,3,6,9,0,3
player_edce456e2cfd,2021-2022,5,351,1,1,5,2,98,124,2,6,3,0,1
player_926e27eecdbc,2021-2022,5,349,0,0,2,1,163,190,4,30,3,0,1
player_3fca88662462,2021-2022,8,347,0,2,4,0,254,291,9,17,1,0,1
player_cc6b97b80c26,2021-2022,7,347,1,0,8,2,57,84,0,1,3,0,2
player_690c6ddb3f2b,2021-2022,6,347,0,0,2,1,157,191,5,9,7,0,0
player_c9fdf6877d16,2021-2022,6,345,3,0,7,5,51,80,5,3,5,0,1
player_cf967fe534dd,2021-2022,5,345,1,0,8,2,113,161,7,8,4,0,1
player_4eae4eac9dfe,2021-2022,4,345,0,0,4,1,274,304,6,17,3,0,1
player_b00bbc855359,2021-2022,9,343,0,0,NULL,NULL,127,149,4,13,5,0,2
player_1ca918f9eda8,2021-2022,4,343,0,0,10,2,150,170,2,4,5,0,0
player_b0cb46d5edf9,2021-2022,6,341,2,0,10,3,51,64,1,5,7,0,0
player_893c00c72cbf,2021-2022,4,337,0,0,1,1,77,95,4,17,8,0,0
player_513aa116e284,2021-2022,4,336,2,0,13,4,77,90,1,4,5,0,0
player_d4ce6aa45e3c,2021-2022,6,334,0,0,4,0,162,196,9,39,8,0,0
player_ea23c827fd70,2021-2022,6,333,0,0,2,0,148,184,2,21,3,0,0
player_4b3bcca0e649,2021-2022,4,332,0,0,2,1,209,249,0,15,3,0,1
player_8f7bca4ecfbd,2021-2022,4,331,0,1,2,0,74,96,4,14,3,0,0
player_cdbd33f49d2a,2021-2022,4,331,0,0,NULL,NULL,143,167,3,18,5,1,3
player_32c9960bb1a5,2021-2022,9,330,1,0,6,6,116,142,6,8,3,0,0
player_79853f9eeb48,2021-2022,5,329,4,2,13,7,54,83,4,10,3,0,0
player_8f4ba6b0066a,2021-2022,6,328,0,0,1,0,96,141,7,17,7,0,2
player_0792e47617d1,2021-2022,5,328,0,0,2,2,123,142,1,36,4,0,0
player_ea7a826aea07,2021-2022,4,328,0,0,5,1,163,193,2,13,3,0,1
player_f407cac97b34,2021-2022,6,327,1,0,3,2,203,221,6,18,10,1,2
player_a9f94b0c3bcd,2021-2022,6,326,1,0,3,2,199,224,9,12,6,0,1
player_b652e156279d,2021-2022,6,325,1,0,7,3,69,88,9,10,11,0,2
player_17540aef7b84,2021-2022,6,324,1,0,4,1,244,259,3,19,3,0,1
player_e11024b9245f,2021-2022,5,322,2,0,9,4,50,66,5,7,8,0,3
player_bbdd0e294fd1,2021-2022,5,322,0,0,7,1,123,136,0,6,2,0,0
player_7008725bf7bf,2021-2022,5,322,0,0,5,1,148,176,1,8,1,0,0
player_ed84e8b5c1c5,2021-2022,5,321,0,1,4,1,150,175,4,15,9,1,2
player_d8b82972ad81,2021-2022,6,320,2,0,11,3,49,61,1,2,2,0,0
player_e9ace383ca5a,2021-2022,6,320,0,1,7,6,110,131,8,16,9,0,1
player_51bf195bf565,2021-2022,5,315,0,0,1,0,298,315,8,18,7,0,3
player_edc365cf4a4e,2021-2022,4,315,0,0,1,0,91,120,0,23,2,0,0
player_08773f1e56ca,2021-2022,4,315,0,0,NULL,NULL,176,194,5,25,4,0,1
player_d12f0006512e,2021-2022,4,315,0,0,1,0,141,159,1,19,2,0,2
player_ae749284d13f,2021-2022,4,315,0,0,NULL,NULL,52,98,NULL,NULL,1,0,1
player_6c01b4192dac,2021-2022,4,313,0,0,4,1,58,72,6,4,9,0,0
player_879ab0a0c226,2021-2022,4,313,0,0,NULL,NULL,158,183,13,31,6,1,1
player_e3928a3bc4be,2021-2022,6,312,0,0,3,1,63,82,2,10,7,0,0
player_782ca1470254,2021-2022,7,309,1,0,3,2,110,135,4,8,5,0,2
player_1ce3d289cf4f,2021-2022,4,306,1,0,1,1,147,168,12,27,4,0,2
player_4b9830dc1b98,2021-2022,5,304,0,0,2,1,55,80,6,23,12,0,1
player_878bb9050b9a,2021-2022,4,304,1,1,2,2,123,143,0,3,3,0,1
player_2ddf018d6c4e,2021-2022,5,303,2,1,8,6,38,56,3,7,3,0,0
player_a54cd87464cb,2021-2022,5,301,1,0,11,4,114,143,6,4,6,0,0
player_22bb676ff9d7,2021-2022,6,300,1,0,2,1,96,127,7,14,5,0,1
player_722258a78478,2021-2022,4,299,0,1,3,0,99,115,2,9,2,0,1
player_b4004ee4b650,2021-2022,5,298,0,0,6,0,77,110,7,11,5,0,0
player_d369cf23c652,2021-2022,5,297,1,2,11,4,75,97,0,9,6,0,4
player_94cc16e3b927,2021-2022,4,297,0,0,1,0,142,158,5,22,6,0,2
player_8032a19ecea6,2021-2022,6,296,0,0,3,0,53,70,3,5,2,0,0
player_6d57ebad4ebc,2021-2022,4,294,1,1,1,1,42,57,5,6,4,0,1
player_3d145f182615,2021-2022,4,293,1,0,2,2,145,160,1,5,1,0,0
player_771007bf009c,2021-2022,4,293,1,0,1,1,164,179,3,13,2,0,2
player_14fb9f5963bf,2021-2022,5,292,0,2,7,5,111,131,2,10,2,0,0
player_3cc4a9a458d4,2021-2022,5,292,0,0,NULL,NULL,146,166,8,8,6,0,4
player_2797b6e1b0db,2021-2022,5,289,1,2,7,3,134,149,2,7,4,0,1
player_7d19b1903a30,2021-2022,4,289,0,0,3,0,96,112,12,28,6,0,3
player_f2ae0f2bb3b4,2021-2022,4,286,0,1,NULL,NULL,126,144,5,24,5,0,0
player_e632b1d17f97,2021-2022,6,284,0,0,1,1,82,105,1,8,3,0,0
player_3f238cb47096,2021-2022,7,283,0,0,6,2,138,158,2,12,3,0,1
player_1cd9daa626f2,2021-2022,7,281,0,0,1,0,78,112,14,28,15,0,3
player_ce513a2b25f0,2021-2022,5,281,0,0,4,2,138,170,11,12,3,0,1
player_34bf9ae8e8c5,2021-2022,6,277,0,1,6,1,39,61,1,4,1,0,0
player_dc47e3c04e34,2021-2022,5,276,2,1,7,3,124,148,5,11,6,0,1
player_0eb179b9b8c0,2021-2022,4,275,0,0,1,0,67,86,0,13,5,0,2
player_73ad21ffba92,2021-2022,9,273,2,0,3,2,37,50,1,5,6,0,0
player_1fe9e32211a3,2021-2022,6,273,0,0,3,1,48,67,6,4,12,0,1
player_bf50f05d7727,2021-2022,6,272,1,1,6,2,69,98,8,14,6,0,0
player_ebb6d452efea,2021-2022,6,271,1,1,10,4,29,46,0,3,3,0,1
player_3f6feb668874,2021-2022,3,270,0,0,1,0,165,180,8,15,5,0,1
player_943976124a3a,2021-2022,3,270,0,0,2,0,93,111,2,23,2,0,1
player_3b14e7ccb167,2021-2022,3,270,0,0,1,0,134,161,7,14,NULL,NULL,NULL
player_5df334b5c078,2021-2022,3,270,0,0,2,1,119,134,4,16,2,0,0
player_0cdbe862d77e,2021-2022,3,270,0,0,NULL,NULL,100,122,NULL,NULL,NULL,NULL,NULL
player_0880589766cd,2021-2022,3,270,0,0,NULL,NULL,83,93,NULL,NULL,NULL,NULL,NULL
player_9f85c8f2f3af,2021-2022,3,270,0,0,NULL,NULL,83,114,NULL,NULL,NULL,NULL,NULL
player_eff768079d11,2021-2022,3,270,0,0,NULL,NULL,78,94,NULL,NULL,NULL,NULL,NULL
player_b6455687e84d,2021-2022,3,270,0,0,NULL,NULL,86,101,NULL,NULL,NULL,NULL,NULL
player_d8bc6bebff9d,2021-2022,3,270,0,0,NULL,NULL,59,85,NULL,NULL,NULL,NULL,NULL
player_b9c256d03c2d,2021-2022,3,269,0,0,8,3,73,86,0,9,2,0,1
player_c0f8a7e9f39c,2021-2022,4,268,0,1,6,1,127,153,2,10,6,0,0
player_84b0e5e5e3b2,2021-2022,3,266,0,0,NULL,NULL,75,83,NULL,NULL,NULL,NULL,NULL
player_68830aef4dbf,2021-2022,6,264,0,0,2,0,278,293,3,14,4,0,1
player_a1a9cb6619ee,2021-2022,5,264,0,0,2,0,56,74,2,7,4,0,0
player_17deac925f7a,2021-2022,5,261,2,0,4,4,89,97,4,5,4,0,0
player_561f6e33ca3b,2021-2022,5,261,0,0,5,3,36,48,2,4,5,0,2
player_d3e8161392f1,2021-2022,3,261,0,2,3,0,182,216,2,16,2,0,1
player_c8975f3c39af,2021-2022,3,261,0,0,3,0,70,81,1,14,1,0,0
player_f0db6eea44a3,2021-2022,5,260,0,1,8,2,135,154,6,12,4,0,0
player_61944c82d180,2021-2022,5,260,0,0,NULL,NULL,160,191,5,31,3,0,0
player_465b1f70b501,2021-2022,8,258,1,0,5,2,35,46,2,3,3,0,0
player_cf9e7ac87e8a,2021-2022,5,258,2,0,5,2,66,84,3,6,5,0,2
player_de8c4a3d7c51,2021-2022,8,257,0,0,2,0,76,95,7,17,1,0,0
player_b9df6627e70e,2021-2022,5,257,1,0,10,2,91,110,1,3,3,0,1
player_ed05f06d726e,2021-2022,4,257,1,0,3,1,71,79,1,10,3,0,0
player_144a3ec86688,2021-2022,5,256,0,0,1,0,224,234,4,8,3,0,1
player_ed9288943681,2021-2022,5,255,3,1,12,5,156,178,2,7,2,0,0
player_619315df02f3,2021-2022,5,255,0,0,5,0,51,66,1,5,2,0,0
player_72040091d72f,2021-2022,3,253,0,0,NULL,NULL,71,88,1,12,1,0,0
player_20c3f47e3bb2,2021-2022,4,252,0,0,2,0,77,90,3,11,3,0,0
player_4ac4a88ee01c,2021-2022,4,249,1,1,3,1,101,130,4,2,1,0,0
player_f9b74c602cff,2021-2022,4,247,0,0,3,0,129,143,6,12,6,0,1
player_85fffe836790,2021-2022,4,247,0,0,2,0,197,203,3,14,6,1,3
player_68124427ce41,2021-2022,5,246,4,2,10,5,58,71,0,8,NULL,NULL,NULL
player_7587d847592f,2021-2022,4,243,0,0,2,0,53,76,2,10,2,0,1
player_fe5f8a59315e,2021-2022,5,240,1,0,5,3,86,114,1,10,5,0,2
player_5bd655056438,2021-2022,5,236,0,0,NULL,NULL,82,103,6,15,2,0,0
player_b333b96acca8,2021-2022,6,234,0,0,6,3,40,58,0,6,4,0,0
player_64ba54e02fae,2021-2022,4,234,0,1,4,2,178,197,3,15,5,0,0
player_0b0ccd94bfdf,2021-2022,3,233,0,0,4,1,115,135,2,9,5,0,1
player_fc726eb28c1e,2021-2022,7,232,1,1,1,1,94,108,3,10,5,0,0
player_00d304cc243f,2021-2022,8,231,1,0,4,2,32,59,8,6,10,0,0
player_0b43c25ccf23,2021-2022,4,230,0,0,3,1,95,109,3,11,3,0,1
player_2a856bf0dfe1,2021-2022,4,228,0,0,8,2,81,99,1,4,5,0,1
player_800cc65d5960,2021-2022,4,225,0,0,1,0,137,146,4,8,7,0,0
player_89a37127a9fb,2021-2022,3,225,0,0,NULL,NULL,48,66,NULL,NULL,NULL,NULL,NULL
player_eb3b84bceabc,2021-2022,6,222,0,1,4,2,62,83,3,5,3,0,0
player_35973d149061,2021-2022,3,222,1,0,3,1,55,68,4,4,1,0,1
player_4b092381d574,2021-2022,5,220,1,1,3,1,57,71,1,7,2,0,1
player_551d3f6b6bb4,2021-2022,3,220,0,0,NULL,NULL,70,95,3,7,1,0,0
player_522fb74f5a42,2021-2022,5,219,0,0,NULL,NULL,119,140,2,11,7,0,0
player_cc4cf575cce1,2021-2022,4,219,0,0,2,0,39,52,1,4,4,0,1
player_0e793d0901e9,2021-2022,7,218,1,0,2,1,49,72,NULL,NULL,1,0,0
player_2c4bc4bbc866,2021-2022,6,218,0,0,4,1,127,142,4,12,3,0,2
player_1ecb42da1dbb,2021-2022,5,216,0,1,2,1,57,79,5,10,3,0,1
player_4f12f6c97b20,2021-2022,4,212,0,2,6,1,117,141,1,11,2,0,0
player_8215e48bd370,2021-2022,4,212,0,0,NULL,NULL,55,76,4,9,3,0,1
player_e327fa17d009,2021-2022,4,212,0,0,NULL,NULL,192,199,4,16,6,0,1
player_1787da4041bf,2021-2022,4,211,1,0,2,2,78,100,1,11,2,0,0
player_3db0890b762d,2021-2022,5,210,0,1,4,0,106,135,4,7,3,0,0
player_33e9d770e33b,2021-2022,4,209,2,0,4,2,85,105,0,4,1,0,0
player_04e63b96bdcf,2021-2022,6,206,0,0,3,2,110,126,1,4,NULL,NULL,NULL
player_9d2a1772e429,2021-2022,4,205,0,0,NULL,NULL,65,74,7,7,7,0,1
player_350ab563ef61,2021-2022,3,205,1,0,4,2,22,37,4,3,5,0,0
player_ec83c3ce4c02,2021-2022,4,204,0,0,5,0,41,49,1,1,3,0,0
player_a9fc408affea,2021-2022,4,204,0,0,1,1,102,117,8,11,4,0,1
player_dbecad54a5ad,2021-2022,3,204,0,0,2,0,68,86,1,15,3,0,1
player_837c144709d9,2021-2022,5,203,1,0,6,3,91,104,0,3,3,0,0
player_5c97d615224f,2021-2022,3,203,3,0,12,7,27,50,0,5,2,0,0
player_fdceacc984e9,2021-2022,4,201,1,1,4,1,58,76,5,3,5,0,1
player_f3b48e61e10e,2021-2022,4,200,0,0,1,0,61,76,4,9,4,0,2
player_a2dffd8f7c01,2021-2022,5,196,0,0,2,0,41,57,2,3,1,0,1
player_3364e41d9e72,2021-2022,4,195,0,1,NULL,NULL,110,129,2,10,2,0,0
player_b31b9b6bfd41,2021-2022,8,194,0,0,1,0,132,152,1,13,2,0,2
player_164ffeb8043e,2021-2022,5,192,0,1,1,0,44,61,2,5,2,0,0
player_7f6f32c08282,2021-2022,3,192,0,1,NULL,NULL,153,167,0,9,1,0,0
player_3bd0cc088670,2021-2022,3,189,0,0,NULL,NULL,37,55,4,5,2,0,0
player_f373383edfb8,2021-2022,4,188,0,0,8,1,71,87,1,5,2,0,0
player_5516c29d707a,2021-2022,3,187,0,0,NULL,NULL,77,86,4,16,1,0,1
player_6a99d41a7720,2021-2022,4,186,0,0,1,1,103,123,8,12,1,0,1
player_fe2b12621af9,2021-2022,3,184,0,0,1,0,44,50,2,7,2,0,1
player_f09515e2bd76,2021-2022,4,182,0,0,1,0,106,123,8,14,3,0,0
player_b742060101ed,2021-2022,3,182,0,0,2,0,111,129,1,8,NULL,NULL,NULL
player_b6ae9c73c458,2021-2022,2,180,1,0,5,4,22,29,NULL,NULL,NULL,NULL,NULL
player_03433c6f4312,2021-2022,2,180,1,0,1,1,121,134,2,10,1,0,0
player_1d0375838c32,2021-2022,2,180,0,0,1,1,117,130,0,13,1,0,0
player_d1fded22db9f,2021-2022,2,180,0,0,NULL,NULL,90,99,1,16,4,0,1
player_e987b484fef8,2021-2022,2,180,0,0,NULL,NULL,98,107,2,11,2,0,0
player_de6de787509c,2021-2022,2,180,0,0,NULL,NULL,26,37,NULL,NULL,NULL,NULL,NULL
player_2a0f96f63149,2021-2022,2,180,0,0,NULL,NULL,27,33,NULL,NULL,NULL,NULL,NULL
player_b11460869d26,2021-2022,6,179,0,0,4,4,54,69,3,7,3,0,1
player_f98dcc4e2fa0,2021-2022,3,179,0,0,6,1,29,35,0,1,1,0,0
player_683e6ce2c3a5,2021-2022,4,177,0,0,1,1,122,130,2,15,3,0,0
player_a7e318f3d82d,2021-2022,3,175,1,0,3,1,92,106,1,7,3,0,1
player_3ef289cb380d,2021-2022,3,172,1,0,4,3,31,47,0,3,3,0,0
player_789716461fe1,2021-2022,4,171,0,0,NULL,NULL,48,72,3,15,2,0,0
player_bf4397d8b4dc,2021-2022,5,170,0,0,3,1,50,66,5,3,3,0,0
player_b31b4664bb07,2021-2022,5,170,0,0,NULL,NULL,78,89,2,9,1,0,0
player_3c75d76d74bc,2021-2022,3,169,0,0,2,0,62,77,2,4,NULL,NULL,NULL
player_5e44377a13c3,2021-2022,6,168,1,0,9,4,29,44,0,2,5,0,0
player_19ecf09960a2,2021-2022,4,168,1,1,3,1,40,54,2,5,1,0,0
player_14d486c82a7e,2021-2022,4,168,0,0,1,1,105,122,0,4,NULL,NULL,NULL
player_c18e94cd717d,2021-2022,3,167,0,0,1,0,65,95,5,8,6,0,0
player_e310223599d1,2021-2022,2,165,0,0,2,1,103,117,1,15,4,0,0
player_40d11d61b6ed,2021-2022,4,164,0,0,3,0,47,61,0,12,NULL,NULL,NULL
player_f802d583055d,2021-2022,5,162,0,0,4,1,20,27,5,2,3,0,1
player_347ec8046418,2021-2022,5,162,0,0,NULL,NULL,40,58,5,11,5,0,0
player_bf213a6e13a6,2021-2022,4,160,0,0,1,1,75,94,1,10,2,0,1
player_dc772331bfe5,2021-2022,4,160,0,0,3,0,40,49,NULL,NULL,1,0,1
player_98fcf32ccf2b,2021-2022,5,159,0,0,5,2,79,92,4,8,3,0,0
player_042b8f6f1523,2021-2022,2,158,0,0,1,0,90,103,2,8,2,0,0
player_16fd48d74324,2021-2022,6,157,0,0,3,1,43,61,NULL,NULL,NULL,NULL,NULL
player_82e91066f68c,2021-2022,4,156,0,1,2,0,68,80,4,3,3,0,0
player_d9910b3e0c89,2021-2022,4,156,0,0,4,2,77,90,1,5,2,0,1
player_bf7a71360acf,2021-2022,3,156,1,0,3,2,31,37,0,5,1,0,0
player_bbf9b355dc62,2021-2022,6,155,1,1,2,1,54,67,6,4,2,1,2
player_dac6d89209ff,2021-2022,3,155,0,0,1,0,35,41,0,9,1,0,0
player_9971855a1c64,2021-2022,2,155,0,0,1,0,36,39,0,3,NULL,NULL,NULL
player_3db0e58a4d9e,2021-2022,3,154,1,0,4,1,64,74,1,2,6,0,0
player_7ad234a96a21,2021-2022,5,150,0,0,2,1,38,49,1,4,2,0,0
player_122accebaab2,2021-2022,4,147,0,1,5,1,27,43,3,3,4,0,1
player_54bc963ac033,2021-2022,3,147,0,0,2,0,56,64,3,7,4,0,1
player_96be550a5ec6,2021-2022,3,146,0,1,2,0,99,111,5,13,2,0,1
player_c4d8075dca2e,2021-2022,6,144,0,0,1,0,16,20,1,1,2,0,0
player_7d20e2bd6f93,2021-2022,5,142,0,0,4,0,17,19,2,2,6,0,0
player_0c43d21b3307,2021-2022,3,142,0,0,3,0,54,66,2,4,NULL,NULL,NULL
player_2842c5f84fb2,2021-2022,3,139,0,1,1,0,57,69,4,10,1,0,0
player_31e7a44ffa77,2021-2022,3,136,0,0,2,0,68,76,2,5,NULL,NULL,NULL
player_6d4d45de54de,2021-2022,2,135,0,0,NULL,NULL,44,57,0,10,1,0,0
player_ea7e7418b5ca,2021-2022,5,133,0,0,5,0,72,83,1,7,3,0,1
player_43462f42c853,2021-2022,5,131,0,0,3,1,61,66,2,7,3,0,1
player_733f3823d1c9,2021-2022,5,131,0,0,2,1,35,42,2,6,NULL,NULL,NULL
player_f4a3a2a91a5b,2021-2022,4,131,0,0,1,0,42,52,6,4,7,1,1
player_a0f4d7bfe23c,2021-2022,3,131,0,0,NULL,NULL,32,38,1,5,NULL,NULL,NULL
player_63af43dfdc8a,2021-2022,5,130,1,0,8,4,48,59,NULL,NULL,2,0,1
player_5af5ba60549c,2021-2022,5,129,0,1,1,0,58,66,3,9,1,0,0
player_b7f8dfcf4bc1,2021-2022,3,126,0,0,2,0,64,71,2,6,4,0,0
player_062691bfb03d,2021-2022,2,126,0,0,NULL,NULL,36,53,0,6,NULL,NULL,NULL
player_8de6e7e9d334,2021-2022,5,125,0,0,2,0,62,72,1,3,3,0,1
player_fec4f6c6652a,2021-2022,4,125,0,0,NULL,NULL,86,93,1,5,3,0,1
player_e1c06fd96d69,2021-2022,4,124,0,0,NULL,NULL,29,40,0,3,NULL,NULL,NULL
player_e86844a67c10,2021-2022,2,123,0,0,NULL,NULL,54,62,1,6,NULL,NULL,NULL
player_1080dab9804a,2021-2022,3,122,0,0,4,1,41,57,1,2,1,0,0
player_a23ebdcef8f5,2021-2022,4,119,0,0,3,2,46,54,6,7,4,0,1
player_3999ef2b49d8,2021-2022,3,119,0,0,2,0,25,30,1,1,2,0,1
player_22e8f70ca259,2021-2022,2,117,1,0,2,2,13,21,2,1,2,0,1
player_f5066a400d9e,2021-2022,4,116,0,1,2,2,42,49,0,1,NULL,NULL,NULL
player_90d815852cc7,2021-2022,4,116,0,0,2,0,26,33,2,2,6,0,0
player_a2c71d1604d6,2021-2022,5,115,0,0,1,0,13,23,1,2,3,0,0
player_b243e5f8f092,2021-2022,2,115,1,0,1,1,26,35,1,3,2,0,0
player_ca90aea111e4,2021-2022,6,114,0,0,NULL,NULL,38,47,2,4,2,0,0
player_9d92985fc6eb,2021-2022,3,113,0,0,1,0,47,57,2,4,1,0,0
player_f424432582c9,2021-2022,5,109,0,0,NULL,NULL,50,57,4,11,2,0,0
player_a9629ec3e248,2021-2022,4,109,0,0,4,1,52,66,0,1,1,0,0
player_71ccda6284fc,2021-2022,6,104,0,0,4,0,26,27,3,3,2,0,0
player_edfc2c251ba0,2021-2022,2,104,0,0,NULL,NULL,14,22,1,1,NULL,NULL,NULL
player_54e8b0950f18,2021-2022,2,104,0,0,NULL,NULL,17,23,NULL,NULL,2,0,1
player_4883b074a5aa,2021-2022,3,101,0,0,2,1,39,47,0,1,1,0,0
player_c1be0ed425a7,2021-2022,2,101,1,0,3,2,43,56,2,5,2,0,0
player_ec8ddcbcf665,2021-2022,2,101,0,0,1,1,16,22,NULL,NULL,1,0,0
player_4880f277b3dd,2021-2022,2,100,0,0,2,0,9,19,NULL,NULL,4,0,0
player_8e4e41e68f27,2021-2022,3,98,0,0,2,1,31,38,0,5,2,0,0
player_9d4922a9a756,2021-2022,5,97,1,0,3,1,24,27,2,5,4,0,0
player_f6e73750fd3d,2021-2022,2,97,0,0,NULL,NULL,103,111,0,7,2,0,1
player_1c99c5a7d118,2021-2022,3,96,0,0,2,1,47,55,1,4,NULL,NULL,NULL
player_f8dcd5e92855,2021-2022,3,96,0,0,3,1,61,69,0,3,NULL,NULL,NULL
player_f11cb03374df,2021-2022,2,94,0,0,NULL,NULL,40,48,1,6,NULL,NULL,NULL
player_c0544dd862fc,2021-2022,3,93,0,0,1,0,21,28,0,3,1,0,0
player_1bc464195b84,2021-2022,2,93,0,0,NULL,NULL,29,32,0,1,2,0,1
player_2997165ad047,2021-2022,3,91,0,0,3,0,18,26,2,4,3,0,1
player_5df74586ac60,2021-2022,2,91,0,0,NULL,NULL,27,31,2,7,2,0,0
player_344d76cd8e11,2021-2022,2,90,0,0,1,0,7,9,1,1,NULL,NULL,NULL
player_360f5c2381f8,2021-2022,1,90,0,0,NULL,NULL,29,33,2,1,NULL,NULL,NULL
player_bb6aee6970f9,2021-2022,1,90,0,0,1,0,34,41,1,2,NULL,NULL,NULL
player_5b298e08027f,2021-2022,1,90,0,0,NULL,NULL,58,61,1,3,1,0,0
player_224068139ee0,2021-2022,1,90,0,0,NULL,NULL,33,35,0,2,NULL,NULL,NULL
player_d6feb3cc28df,2021-2022,1,90,0,0,1,0,99,105,0,9,1,0,0
player_417c456a12b3,2021-2022,1,90,0,0,1,0,57,68,2,3,NULL,NULL,NULL
player_f3926cf778d0,2021-2022,1,90,0,0,1,0,18,22,0,9,NULL,NULL,NULL
player_f1c9f639c0bb,2021-2022,1,90,0,0,NULL,NULL,68,73,1,3,1,0,1
player_6e176fc936ce,2021-2022,1,90,0,0,NULL,NULL,31,32,NULL,NULL,NULL,NULL,NULL
player_68412608a5c7,2021-2022,1,90,0,0,NULL,NULL,25,40,NULL,NULL,NULL,NULL,NULL
player_3080e56fd055,2021-2022,1,90,0,0,NULL,NULL,21,28,NULL,NULL,NULL,NULL,NULL
player_181cf92c4867,2021-2022,1,90,0,0,NULL,NULL,28,36,NULL,NULL,NULL,NULL,NULL
player_bc742871cfe9,2021-2022,1,90,0,0,NULL,NULL,25,38,NULL,NULL,NULL,NULL,NULL
player_5ca8a21b2386,2021-2022,1,90,0,0,NULL,NULL,25,31,NULL,NULL,NULL,NULL,NULL
player_4078e15fa803,2021-2022,1,90,0,0,NULL,NULL,23,31,NULL,NULL,NULL,NULL,NULL
player_1ec90149c378,2021-2022,1,90,0,0,NULL,NULL,15,19,NULL,NULL,NULL,NULL,NULL
player_e707ac746ad6,2021-2022,2,89,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
player_ba6e81bdefe9,2021-2022,4,88,0,0,3,0,NULL,NULL,0,4,1,0,0
